NOME_CURSO,IES,UF,pergunta,categoria,enunciado,media,n,rank
Ciência Da Computação (Bacharelado) (13401),UFPB,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.625,24,10
Engenharia de Alimentos (13428),UFPB,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,4.625,24,20
Pedagogia (Licenciatura) (107356),UFPB,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",4.625,56,12
Ciências Biológicas (Bacharelado) (313399),UFPB,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.621621621621622,37,20
Ciências Biológicas (Licenciatura) (113699),UFPB,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.621621621621622,37,7
Engenharia Elétrica (113609),UFPB,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,4.618181818181818,55,21
Engenharia Mecânica (13430),UFPB,PB,65,Infraestrutura,A instituição contou com biblioteca virtual ou conferiu acesso a obras disponíveis em acervos virtuais.,4.617647058823529,102,11
Geografia (Bacharelado) (313406),UFPB,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,4.615384615384616,52,22
Engenharia de Alimentos (13428),UFPB,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.615384615384615,26,13
Matemática (Licenciatura) (13402),UFPB,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",4.612903225806451,31,28
Engenharia Química (113604),UFPB,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,4.610169491525424,59,32
Ciência Da Computação (Licenciatura) (1203266),UFPB,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,4.608695652173913,23,16
Engenharia (113617),UFPB,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,4.608695652173913,23,23
Engenharia (113617),UFPB,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,4.608695652173913,23,28
Engenharia Química (113604),UFPB,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",4.6034482758620685,58,29
Engenharia Mecânica (13430),UFPB,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,4.602409638554217,83,26
Ciência Da Computação (Licenciatura) (98984),UFPB,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",4.6,20,13
Engenharia de Alimentos (13428),UFPB,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.6,25,21
Engenharia Elétrica (113609),UFPB,PB,33,Aprendizagem além do técnico,O curso possibilitou aumentar sua capacidade de reflexão e argumentação.,4.6,55,33
Letras-Português (Licenciatura) (5000898),UFPB,PB,68,Infraestrutura,"A instituição dispôs de refeitório, cantina e banheiros em condições adequadas que atenderam as necessidades dos seus usuários.",4.6,30,3
Química (Licenciatura) (13404),UFPB,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,4.6,35,16
Pedagogia (Licenciatura) (13418),UFPB,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",4.598984771573604,197,26
Letras-Português (Licenciatura) (107548),UFPB,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.598591549295775,142,12
Pedagogia (Licenciatura) (107356),UFPB,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.596774193548387,62,11
Arquitetura e Urbanismo (13427),UFPB,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",4.596153846153847,104,14
Ciências Biológicas (Bacharelado) (313399),UFPB,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.594594594594595,37,11
Química (Licenciatura) (13404),UFPB,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,4.588235294117648,34,27
Ciência Da Computação (Bacharelado) (13401),UFPB,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.583333333333333,24,13
Ciência Da Computação (Licenciatura) (1203266),UFPB,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,4.583333333333333,24,22
Engenharia de Alimentos (13428),UFPB,PB,65,Infraestrutura,A instituição contou com biblioteca virtual ou conferiu acesso a obras disponíveis em acervos virtuais.,4.583333333333333,24,12
Engenharia Civil (13429),UFPB,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,4.581632653061225,98,29
História (Licenciatura) (13415),UFPB,PB,46,Curso em geral,A instituição ofereceu oportunidades para os estudantes atuarem como representantes em órgãos colegiados.,4.580645161290323,31,3
Engenharia Elétrica (113609),UFPB,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.578947368421052,57,12
Engenharia de Alimentos (13428),UFPB,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,4.5769230769230775,26,21
Letras - Inglês (107549),UFPB,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.5769230769230775,52,8
Educação Física (Licenciatura) (13423),UFPB,PB,42,Curso em geral,O curso exigiu de você organização e dedicação frequente aos estudos.,4.575757575757576,33,33
Arquitetura e Urbanismo (13427),UFPB,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",4.570093457943925,107,24
Ciências Biológicas (Licenciatura) (13399),UFPB,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.5675675675675675,74,13
Letras-Português (Licenciatura) (109954),UFPB,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",4.566666666666666,60,15
Ciência Da Computação (Licenciatura) (1203266),UFPB,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,4.565217391304348,23,22
Engenharia (113617),UFPB,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,4.565217391304348,23,17
Engenharia (113617),UFPB,PB,63,Infraestrutura,Os ambientes e equipamentos destinados às aulas práticas foram adequados ao curso.,4.565217391304348,23,7
História (Licenciatura) (13415),UFPB,PB,48,Curso em geral,"As atividades práticas foram suficientes para relacionar os conteúdos do curso com a prática, contribuindo para sua formação profissional.",4.564102564102564,39,7
Letras - Inglês (107549),UFPB,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.5636363636363635,55,14
Ciências Biológicas (Licenciatura) (13399),UFPB,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",4.563380281690141,71,16
Pedagogia (Licenciatura) (109626),UFPB,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",4.5625,64,17
Engenharia Ambiental (113615),UFPB,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,4.5600000000000005,50,23
Letras-Português (Licenciatura) (109954),UFPB,PB,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,4.5600000000000005,75,4
Engenharia Ambiental (113615),UFPB,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,4.56,50,16
Química (Licenciatura) (13404),UFPB,PB,28,Aprendizagem além do técnico,Os conteúdos abordados nas disciplinas do curso favoreceram sua atuação em estágios ou em atividades de iniciação profissional.,4.5588235294117645,34,23
Pedagogia (Licenciatura) (107356),UFPB,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,4.555555555555555,63,17
Pedagogia (Licenciatura) (109626),UFPB,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,4.550724637681159,69,6
Geografia (Bacharelado) (313406),UFPB,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,4.549019607843137,51,18
Geografia (Bacharelado) (313406),UFPB,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,4.549019607843137,51,7
Educação Física (Licenciatura) (13423),UFPB,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",4.545454545454546,33,27
Educação Física (Licenciatura) (13423),UFPB,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",4.545454545454545,33,24
Ciência Da Computação (Bacharelado) (13401),UFPB,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.541666666666667,24,14
Pedagogia (Licenciatura) (13418),UFPB,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,4.541463414634146,205,19
Engenharia Civil (13429),UFPB,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",4.540816326530613,98,30
Engenharia de Produção (19563),UFPB,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",4.538461538461538,26,25
Letras-Português (Licenciatura) (109954),UFPB,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.5375000000000005,80,15
Geografia (Bacharelado) (313406),UFPB,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",4.531914893617022,47,18
Educação Física (Licenciatura) (13423),UFPB,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,4.53125,32,22
Matemática (Licenciatura) (13402),UFPB,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,4.529411764705882,34,28
Engenharia Mecânica (13430),UFPB,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,4.528846153846154,104,24
Ciência Da Computação (Licenciatura) (98984),UFPB,PB,68,Infraestrutura,"A instituição dispôs de refeitório, cantina e banheiros em condições adequadas que atenderam as necessidades dos seus usuários.",4.521739130434782,23,4
Pedagogia (Licenciatura) (13418),UFPB,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",4.521739130434782,207,26
Engenharia Civil (13429),UFPB,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,4.520408163265306,98,25
Ciências Biológicas (Licenciatura) (13399),UFPB,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,4.52,75,17
Letras-Português (Licenciatura) (107548),UFPB,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.5174825174825175,143,15
Engenharia Química (113604),UFPB,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",4.516666666666667,60,28
Educação Física (Licenciatura) (13423),UFPB,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,4.516129032258065,31,8
Educação Física (Licenciatura) (13423),UFPB,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.515151515151515,33,22
Matemática (Licenciatura) (13402),UFPB,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,4.514285714285714,35,18
História (Licenciatura) (13415),UFPB,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,4.512820512820513,39,9
Pedagogia (Licenciatura) (109626),UFPB,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.507246376811595,69,9
Ciências Biológicas (Licenciatura) (13399),UFPB,PB,65,Infraestrutura,A instituição contou com biblioteca virtual ou conferiu acesso a obras disponíveis em acervos virtuais.,4.507246376811594,69,13
Letras-Português (Licenciatura) (107548),UFPB,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,4.507042253521127,142,20
Letras-Português (Licenciatura) (107548),UFPB,PB,50,Outros,O estágio supervisionado proporcionou experiências diversificadas para a sua formação.,4.507042253521126,142,29
Pedagogia (Licenciatura) (13418),UFPB,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",4.505263157894737,190,19
Arquitetura e Urbanismo (13427),UFPB,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",4.504854368932039,103,25
Ciência Da Computação (Licenciatura) (1203266),UFPB,PB,65,Infraestrutura,A instituição contou com biblioteca virtual ou conferiu acesso a obras disponíveis em acervos virtuais.,4.5,20,14
Engenharia Ambiental (113615),UFPB,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.5,48,10
Engenharia de Produção (19563),UFPB,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,4.5,26,26
Geografia (Bacharelado) (313406),UFPB,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.5,52,16
Pedagogia (Licenciatura) (107356),UFPB,PB,48,Curso em geral,"As atividades práticas foram suficientes para relacionar os conteúdos do curso com a prática, contribuindo para sua formação profissional.",4.5,64,8
Ciências Biológicas (Licenciatura) (13399),UFPB,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.493333333333333,75,12
Ciências Biológicas (Licenciatura) (113699),UFPB,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,4.488372093023256,43,19
Ciências Biológicas (Licenciatura) (113699),UFPB,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",4.485714285714286,35,20
Educação Física (Licenciatura) (13423),UFPB,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,4.484848484848484,33,27
Engenharia Civil (13429),UFPB,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,4.484536082474227,97,18
Engenharia Química (113604),UFPB,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",4.483333333333333,60,27
Arquitetura e Urbanismo (13427),UFPB,PB,57,"Ensino, apoio e avaliacão",Os professores demonstraram domínio dos conteúdos abordados nas disciplinas.,4.481132075471698,106,30
Geografia (Bacharelado) (313406),UFPB,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.480769230769231,52,14
Ciências Biológicas (Licenciatura) (13399),UFPB,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.4799999999999995,75,23
Engenharia (113617),UFPB,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.478260869565218,23,13
Engenharia (113617),UFPB,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.478260869565217,23,17
Pedagogia (Licenciatura) (122924),UFPB,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,4.473684210526316,76,20
Ciências Sociais (Licenciatura) (1110230),UFPB,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,4.472222222222222,36,21
Matemática (Licenciatura) (13402),UFPB,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.470588235294118,34,24
Matemática (Licenciatura) (13402),UFPB,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",4.466666666666667,30,21
Engenharia de Produção (19563),UFPB,PB,53,Curso em geral,Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios fora do país.,4.461538461538462,26,7
Engenharia Mecânica (13430),UFPB,PB,43,Curso em geral,"Foram oferecidas oportunidades para os estudantes participarem de programas, projetos ou atividades de extensão universitária.",4.461538461538462,104,29
Ciências Biológicas (Bacharelado) (313399),UFPB,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,4.45945945945946,37,22
Pedagogia (Licenciatura) (107356),UFPB,PB,67,Infraestrutura,"A instituição promoveu atividades de cultura, de lazer e de interação social.",4.459016393442623,61,3
Letras-Português (Licenciatura) (109954),UFPB,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,4.458333333333334,72,29
Ciência Da Computação (Bacharelado) (13401),UFPB,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",4.458333333333333,24,28
Matemática (Licenciatura) (13402),UFPB,PB,27,Aprendizagem além do técnico,"As disciplinas cursadas contribuíram para sua formação integral, como cidadão e profissional.",4.457142857142857,35,29
Matemática (Licenciatura) (13402),UFPB,PB,39,"Ensino, apoio e avaliacão",As referências bibliográficas indicadas pelos professores nos planos de ensino contribuíram para seus estudos e aprendizagens.,4.457142857142857,35,27
Química (Licenciatura) (13404),UFPB,PB,48,Curso em geral,"As atividades práticas foram suficientes para relacionar os conteúdos do curso com a prática, contribuindo para sua formação profissional.",4.457142857142857,35,9
Pedagogia (Licenciatura) (13418),UFPB,PB,44,Curso em geral,Foram oferecidas oportunidades para os estudantes participarem de projetos de iniciação científica e de atividades que estimularam a investigação acadêmica.,4.455,200,28
Educação Física (Licenciatura) (13423),UFPB,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,4.454545454545454,33,22
Engenharia Mecânica (13430),UFPB,PB,34,Aprendizagem além do técnico,"O curso promoveu o desenvolvimento da sua capacidade de pensar criticamente, analisar e refletir sobre soluções para problemas da sociedade.",4.450980392156863,102,31
História (Licenciatura) (13415),UFPB,PB,67,Infraestrutura,"A instituição promoveu atividades de cultura, de lazer e de interação social.",4.447368421052632,38,4
Ciências Biológicas (Licenciatura) (113699),UFPB,PB,32,Aprendizagem além do técnico,No curso você teve oportunidade de aprender a trabalhar em equipe.,4.441860465116279,43,30
Pedagogia (Licenciatura) (107356),UFPB,PB,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,4.440677966101695,59,5
Engenharia Ambiental (113615),UFPB,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,4.44,50,24
Engenharia de Alimentos (13428),UFPB,PB,48,Curso em geral,"As atividades práticas foram suficientes para relacionar os conteúdos do curso com a prática, contribuindo para sua formação profissional.",4.44,25,10
Música (Licenciatura) (97039),UFPB,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",4.439024390243903,41,28
Pedagogia (Licenciatura) (109626),UFPB,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.436619718309859,71,14
Ciência Da Computação (Licenciatura) (1203266),UFPB,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",4.434782608695652,23,26
Ciências Biológicas (Bacharelado) (313399),UFPB,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,4.4324324324324325,37,21
Geografia (Bacharelado) (313406),UFPB,PB,41,Curso em geral,A coordenação do curso esteve disponível para orientação acadêmica dos estudantes.,4.431372549019608,51,23
Matemática (Licenciatura) (13402),UFPB,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",4.428571428571429,28,27
Química (Licenciatura) (13404),UFPB,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.428571428571429,35,15
Química (Licenciatura) (13404),UFPB,PB,58,"Ensino, apoio e avaliacão","Os professores utilizaram tecnologias da informação e comunicação (TICs) como estratégia de ensino (projetor multimídia, laboratório de informática, ambiente virtual de aprendizagem).",4.428571428571429,35,29
Ciência Da Computação (Bacharelado) (13401),UFPB,PB,52,Curso em geral,Foram oferecidas oportunidades para os estudantes realizarem intercâmbios e/ou estágios no país.,4.428571428571428,21,2
Engenharia (113617),UFPB,PB,59,Infraestrutura,A instituição dispôs de quantidade suficiente de funcionários para o apoio administrativo e acadêmico.,4.428571428571428,21,11
Letras - Inglês (107549),UFPB,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,4.425531914893616,47,10
Música (Licenciatura) (97039),UFPB,PB,38,"Ensino, apoio e avaliacão",Os planos de ensino apresentados pelos professores contribuíram para o desenvolvimento das atividades acadêmicas e para seus estudos.,4.425,40,18
Pedagogia (Licenciatura) (122924),UFPB,PB,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,4.424657534246575,73,6
Educação Física (Licenciatura) (13423),UFPB,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.424242424242424,33,16
Educação Física (Licenciatura) (13423),UFPB,PB,49,Curso em geral,O curso propiciou acesso a conhecimentos atualizados e/ou contemporâneos em sua área de formação.,4.424242424242424,33,25
Engenharia de Produção (19563),UFPB,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,4.423076923076923,26,23
Matemática (Licenciatura) (99045),UFPB,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",4.423076923076923,26,22
Pedagogia (Licenciatura) (122924),UFPB,PB,65,Infraestrutura,A instituição contou com biblioteca virtual ou conferiu acesso a obras disponíveis em acervos virtuais.,4.419354838709678,62,15
Matemática (Licenciatura) (99045),UFPB,PB,61,Infraestrutura,As condições de infraestrutura das salas de aula foram adequadas.,4.419354838709677,31,6
Ciência Da Computação (Bacharelado) (13401),UFPB,PB,47,Curso em geral,O curso favoreceu a articulação do conhecimento teórico com atividades práticas.,4.416666666666667,24,22
Pedagogia (Licenciatura) (109626),UFPB,PB,65,Infraestrutura,A instituição contou com biblioteca virtual ou conferiu acesso a obras disponíveis em acervos virtuais.,4.410714285714286,56,16
História (Licenciatura) (13415),UFPB,PB,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,4.410256410256411,39,7
Letras - Inglês (107549),UFPB,PB,40,"Ensino, apoio e avaliacão",Foram oferecidas oportunidades para os estudantes superarem dificuldades relacionadas ao processo de formação.,4.408163265306122,49,8
Ciências Biológicas (Licenciatura) (13399),UFPB,PB,56,"Ensino, apoio e avaliacão",Os professores apresentaram disponibilidade para atender os estudantes fora do horário das aulas.,4.405405405405405,74,19
Geografia (Bacharelado) (313406),UFPB,PB,30,"Ensino, apoio e avaliacão",O curso propiciou experiências de aprendizagem inovadoras.,4.403846153846153,52,23
Pedagogia (Licenciatura) (109950),UFPB,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,4.402061855670103,97,11
Engenharia de Alimentos (13428),UFPB,PB,54,Curso em geral,"Os estudantes participaram de avaliações periódicas do curso (disciplinas, atuação dos professores, infraestrutura).",4.4,25,23
Engenharia de Alimentos (13428),UFPB,PB,37,"Ensino, apoio e avaliacão",As relações professor-aluno ao longo do curso estimularam você a estudar e aprender.,4.3999999999999995,25,17
Engenharia de Produção (122934),UFPB,PB,55,"Ensino, apoio e avaliacão",As avaliações da aprendizagem realizadas durante o curso foram compatíveis com os conteúdos ou temas trabalhados pelos professores.,4.3999999999999995,30,25
Engenharia Elétrica (113609),UFPB,PB,60,Curso em geral,O curso disponibilizou monitores ou tutores para auxiliar os estudantes.,4.3999999999999995,55,15
Ciências Biológicas (Licenciatura) (13399),UFPB,PB,29,Aprendizagem além do técnico,As metodologias de ensino utilizadas no curso desafiaram você a aprofundar conhecimentos e desenvolver competências reflexivas e críticas.,4.394736842105263,76,24
Matemática (Licenciatura) (13402),UFPB,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.393939393939394,33,16
Engenharia (113617),UFPB,PB,64,Infraestrutura,A biblioteca dispôs das referências bibliográficas que os estudantes necessitaram.,4.391304347826087,23,12
Engenharia Civil (13429),UFPB,PB,36,Aprendizagem além do técnico,O curso contribuiu para o desenvolvimento da sua capacidade de aprender e atualizar-se permanentemente.,4.387755102040817,98,33
Pedagogia (Licenciatura) (122924),UFPB,PB,46,Curso em geral,A instituição ofereceu oportunidades para os estudantes atuarem como representantes em órgãos colegiados.,4.387096774193548,62,4
Engenharia de Produção (19563),UFPB,PB,65,Infraestrutura,A instituição contou com biblioteca virtual ou conferiu acesso a obras disponíveis em acervos virtuais.,4.384615384615385,26,17
Música (Licenciatura) (97039),UFPB,PB,45,Curso em geral,O curso ofereceu condições para os estudantes participarem de eventos internos e/ou externos à instituição.,4.384615384615384,39,17
Química (Licenciatura) (13404),UFPB,PB,66,Aprendizagem além do técnico,"As atividades acadêmicas desenvolvidas dentro e fora da sala de aula possibilitaram reflexão, convivência e respeito à diversidade.",4.38235294117647,34,28
